Movie_Number,Movie_Name,Crew_Name,Job,Gender
m533,stepmom,Randy Thom,Sound Re-Recording Mixer,m
m533,stepmom,Joseph G. Aulisi,Costume Design,m
m533,stepmom,Alec Hirschfeld,Camera Operator,m
m533,stepmom,Patrick McCormick,Executive Producer,m
m533,stepmom,Gigi Levangie Grazer,Screenplay,m
m533,stepmom,Ray Kluga,Art Direction,m
m533,stepmom,Kenneth Wannberg,Supervising Music Editor,m
m533,stepmom,Katherine Quittner,Music Editor,f
m533,stepmom,Pliny Porter,Executive Producer,m
m533,stepmom,Eva Z. Cabrera,Script Supervisor,f
m533,stepmom,Robert Shoup,Supervising Sound Editor,m
m533,stepmom,Christopher Scarabosio,Sound Effects Editor,m
m533,stepmom,Michal Bigger,Key Makeup Artist,m
m533,stepmom,Demmie Todd,Still Photographer,m
m533,stepmom,Gary Summers,Sound Re-Recording Mixer,m
m533,stepmom,Patricia Grande,Key Hair Stylist,f
m533,stepmom,Susan Sanford,Sound Effects Editor,f
m533,stepmom,Margaret French-Isaac,Executive Producer,m
m536,dr. strangelove or: how i learned to stop worrying and love the bomb,Stanley Kubrick,Director,m
m536,dr. strangelove or: how i learned to stop worrying and love the bomb,Stanley Kubrick,Screenplay,m
m536,dr. strangelove or: how i learned to stop worrying and love the bomb,Terry Southern,Screenplay,m
m536,dr. strangelove or: how i learned to stop worrying and love the bomb,Peter George,Screenplay,m
m536,dr. strangelove or: how i learned to stop worrying and love the bomb,Stanley Kubrick,Producer,m
m536,dr. strangelove or: how i learned to stop worrying and love the bomb,Victor Lyndon,Producer,m
m536,dr. strangelove or: how i learned to stop worrying and love the bomb,Leon Minoff,Executive Producer,m
m536,dr. strangelove or: how i learned to stop worrying and love the bomb,Laurie Johnson,Original Music Composer,f
m536,dr. strangelove or: how i learned to stop worrying and love the bomb,Gilbert Taylor,Director of Photography,m
m536,dr. strangelove or: how i learned to stop worrying and love the bomb,Anthony Harvey,Editor,m
m536,dr. strangelove or: how i learned to stop worrying and love the bomb,Ken Adam,Production Design,m
m536,dr. strangelove or: how i learned to stop worrying and love the bomb,Peter George,Novel,m
m536,dr. strangelove or: how i learned to stop worrying and love the bomb,Peter Murton,Art Direction,m
m536,dr. strangelove or: how i learned to stop worrying and love the bomb,Stuart Freeborn,Makeup Artist,m
m536,dr. strangelove or: how i learned to stop worrying and love the bomb,Barbara Ritchie,Hairstylist,f
m536,dr. strangelove or: how i learned to stop worrying and love the bomb,Clifton Brandon,Production Manager,m
m536,dr. strangelove or: how i learned to stop worrying and love the bomb,Eric Rattray,Assistant Director,m
m536,dr. strangelove or: how i learned to stop worrying and love the bomb,John Aldred,ADR & Dubbing,m
m536,dr. strangelove or: how i learned to stop worrying and love the bomb,Richard Bird,Sound Recordist,m
m536,dr. strangelove or: how i learned to stop worrying and love the bomb,John Cox,Sound,m
m536,dr. strangelove or: how i learned to stop worrying and love the bomb,Leslie Hodgson,Sound Editor,m
m536,dr. strangelove or: how i learned to stop worrying and love the bomb,Wally Veevers,Special Effects,m
m536,dr. strangelove or: how i learned to stop worrying and love the bomb,Alan Bryce,Special Effects,f
m536,dr. strangelove or: how i learned to stop worrying and love the bomb,"""Arthur Weegee Fellig""",Special Effects,m
m536,dr. strangelove or: how i learned to stop worrying and love the bomb,Garth Inns,Special Effects,m
m536,dr. strangelove or: how i learned to stop worrying and love the bomb,Kelvin Pike,Camera Operator,m
m536,dr. strangelove or: how i learned to stop worrying and love the bomb,Bob Penn,Still Photographer,m
m536,dr. strangelove or: how i learned to stop worrying and love the bomb,Ray Lovejoy,Assistant Editor,m
m540,supergirl,Jeannot Szwarc,Art Direction,m
m540,supergirl,Timothy Burrill,Producer,m
m540,supergirl,Alan Hume,Director of Photography,m
m540,supergirl,Malcolm Cooke,Editor,m
m540,supergirl,Jeannot Szwarc,Director,m
m540,supergirl,David Odell,Screenplay,m
m540,supergirl,Otto Binder,Characters,m
m540,supergirl,Al Plastino,Characters,m
m540,supergirl,Jerry Goldsmith,Original Music Composer,m
m540,supergirl,Ilya Salkind,Executive Producer,m
m540,supergirl,Derek Cracknell,Assistant Director,m
m541,superman iii,Jane Feinberg,Casting,f
m541,superman iii,Mike Fenton,Casting,m
m541,superman iii,David Newman,Screenplay,m
m541,superman iii,Peter Murton,Production Design,m
m541,superman iii,Debbie McWilliams,Casting,f
m541,superman iii,Richard Lester,Director,m
m541,superman iii,Robert Paynter,Director of Photography,m
m541,superman iii,Jerry Siegel,Characters,m
m541,superman iii,Joe Shuster,Characters,m
m541,superman iii,Ilya Salkind,Executive Producer,m
m541,superman iii,Pierre Spengler,Producer,m
m541,superman iii,John Victor-Smith,Editor,m
m541,superman iii,Leslie Newman,Screenplay,m
m541,superman iii,Ken Thorne,Original Music Composer,m
m541,superman iii,Robert Simmonds,Associate Producer,f
m541,superman iii,Colin Skeaping,Stunts,m
m542,superman ii,Geoffrey Unsworth,Director of Photography,m
m542,superman ii,Norman Reynolds,Art Direction,m
m542,superman ii,Lynn Stalmaster,Casting,m
m542,superman ii,Mario Puzo,Screenplay,m
m542,superman ii,Mario Puzo,Story,m
m542,superman ii,Tom Mankiewicz,Creative Consultant,m
m542,superman ii,David Newman,Screenplay,m
m542,superman ii,Peter Howitt,Set Decoration,m
m542,superman ii,Peter Young,Set Decoration,m
m542,superman ii,Peter Murton,Production Design,m
m542,superman ii,Terry Ackland-Snow,Art Direction,m
m542,superman ii,Charles Bishop,Art Direction,m
m542,superman ii,Debbie McWilliams,Casting,f
m542,superman ii,Richard Lester,Director,m
m542,superman ii,Stuart Freeborn,Makeup Artist,m
m542,superman ii,Robert Paynter,Director of Photography,m
m542,superman ii,Geoffrey Helman,Production Manager,m
m542,superman ii,Peter MacDonald,Camera Operator,m
m542,superman ii,Jerry Siegel,Characters,m
m542,superman ii,Joe Shuster,Characters,m
m542,superman ii,Ilya Salkind,Executive Producer,m
m542,superman ii,Pierre Spengler,Producer,m
m542,superman ii,Denys N. Coop,Other,m
m542,superman ii,Don Sharpe,Sound Editor,m
m542,superman ii,Yvonne Blake,Costume Design,m
m542,superman ii,Freddie Cooper,Camera Operator,m
m542,superman ii,John Victor-Smith,Editor,m
m542,superman ii,Leslie Newman,Screenplay,m
m542,superman ii,Ken Thorne,Original Music Composer,m
m542,superman ii,Tim Hampton,Production Supervisor,m
m542,superman ii,Dusty Symonds,Assistant Director,f
m542,superman ii,Colin Chilvers,Special Effects Supervisor,m
m542,superman ii,Roy Button,Assistant Director,m
m542,superman ii,Zoran Perisic,Special Effects Supervisor,m
m542,superman ii,Robert Lynn,Other,m
m542,superman ii,Cecil F. Ford,Production Supervisor,m
m542,superman ii,Maurice Fowler,Supervising Art Director,m
m542,superman ii,Vincent Winter,Production Manager,m
m542,superman ii,John Barry,Production Design,m
m542,superman ii,Sue Yelland,Costume Design,f
m542,superman ii,Ernest Archer,Art Direction,m
m542,superman ii,David Tomblin,Other,m
m542,superman ii,Chic Waterson,Camera Operator,m
m542,superman ii,Allan James,Unit Manager,m
m542,superman ii,Frans J. Afman,Finance,f
m542,superman ii,Paul Wilson,Other,m
m542,superman ii,Roy Charman,Sound Mixer,m
m542,superman ii,Raoul Girard,Assistant Director,m
m542,superman ii,David Garfath,Camera Operator,m
m542,superman ii,John Harris,Camera Operator,f
m542,superman ii,Robert Simmonds,Production Manager,f
m542,superman ii,Christopher Newman,Assistant Director,m
m542,superman ii,Gareth Tandy,Assistant Director,f
m542,superman ii,Ginger Gemmel,Camera Operator,m
m542,superman ii,Roy Field,Visual Effects Supervisor,m
m542,superman ii,Douglas Noakes,Production Accountant,f
m542,superman ii,Maria Monreal,Other,m
m542,superman ii,John Morgan,Camera Operator,m
m542,superman ii,Terry Madden,Assistant Director,m
m542,superman ii,Paul Storey,Assistant Director,m
m543,superman iv: the quest for peace,Alexander Courage,Original Music Composer,m
m543,superman iv: the quest for peace,Lawrence Konner,Screenplay,m
m543,superman iv: the quest for peace,Lawrence Konner,Story,m
m543,superman iv: the quest for peace,Mark Rosenthal,Screenplay,m
m543,superman iv: the quest for peace,Mark Rosenthal,Story,m
m543,superman iv: the quest for peace,John Shirley,Editor,m
m543,superman iv: the quest for peace,John Bloomfield,Costume Design,m
m543,superman iv: the quest for peace,John Graysmark,Production Design,m
m543,superman iv: the quest for peace,Stuart Freeborn,Makeup Department Head,m
m543,superman iv: the quest for peace,Christopher Reeve,Story,m
m543,superman iv: the quest for peace,Menahem Golan,Producer,m
m543,superman iv: the quest for peace,Yoram Globus,Producer,m
m543,superman iv: the quest for peace,Jerry Siegel,Characters,m
m543,superman iv: the quest for peace,Joe Shuster,Characters,m
m543,superman iv: the quest for peace,Ernest Day,Director of Photography,m
m543,superman iv: the quest for peace,Sidney J. Furie,Director,m
m543,superman iv: the quest for peace,Michael J. Kagan,Executive Producer,m
m543,superman iv: the quest for peace,Graham Easton,Associate Producer,m
m544,superman,John Williams,Original Music Composer,m
m544,superman,Geoffrey Unsworth,Director of Photography,m
m544,superman,Lynn Stalmaster,Casting,m
m544,superman,Stuart Baird,Editor,m
m544,superman,Mario Puzo,Screenplay,m
m544,superman,Mario Puzo,Story,m
m544,superman,Tom Mankiewicz,Writer,m
m544,superman,David Newman,Screenplay,m
m544,superman,Robert Benton,Screenplay,m
m544,superman,Richard Donner,Director,m
m544,superman,Jerry Siegel,Characters,m
m544,superman,Joe Shuster,Characters,m
m544,superman,Ilya Salkind,Executive Producer,m
m544,superman,Pierre Spengler,Producer,m
m544,superman,Michael Ellis,Editor,m
m544,superman,Leslie Newman,Screenplay,m
m544,superman,Robert Lynn,Second Unit,m
m544,superman,John Barry,Production Design,m
m544,superman,Charles F. Greenlaw,Associate Producer,m
m546,sweet smell of success,Jack Solomon,Sound Designer,m
m546,sweet smell of success,Ernest Lehman,Screenplay,m
m546,sweet smell of success,Ernest Lehman,Author,m
m546,sweet smell of success,Tony Curtis,Executive Producer,m
m546,sweet smell of success,Edward G. Boyle,Set Decoration,m
m546,sweet smell of success,Edward Carrere,Art Direction,m
m546,sweet smell of success,Elmer Bernstein,Original Music Composer,m
m546,sweet smell of success,Robert J. Schiffer,Makeup Artist,m
m546,sweet smell of success,Burt Lancaster,Executive Producer,m
m546,sweet smell of success,Harold Hecht,Executive Producer,m
m546,sweet smell of success,Alexander Mackendrick,Director,m
m546,sweet smell of success,Clifford Odets,Screenplay,m
m546,sweet smell of success,James Hill,Producer,m
m546,sweet smell of success,James Wong Howe,Director of Photography,m
m546,sweet smell of success,Alan Crosland,Editor,m
m546,sweet smell of success,Mary Grant,Costume Design,m
m571,thx 1138,George Lucas,Screenplay,m
m571,thx 1138,George Lucas,Director,m
m571,thx 1138,George Lucas,Editor,m
m571,thx 1138,Walter Murch,Screenplay,m
m571,thx 1138,Francis Ford Coppola,Executive Producer,m
m571,thx 1138,Michael D. Haller,Art Direction,m
m571,thx 1138,David Myers,Director of Photography,m
m571,thx 1138,Albert Kihn,Director of Photography,m
m571,thx 1138,Donald Longhurst,Costume Design,m
m571,thx 1138,Lalo Schifrin,Original Music Composer,m
m571,thx 1138,Edward Folger,Producer,m
m571,thx 1138,Larry Sturhahn,Producer,m
m574,titanic,Mali Finn,Casting,f
m574,titanic,James Horner,Original Music Composer,m
m574,titanic,James Cameron,Screenplay,m
m574,titanic,James Cameron,Director,m
m574,titanic,James Cameron,Editor,m
m574,titanic,James Cameron,Producer,m
m574,titanic,Peter Lamont,Production Design,m
m574,titanic,Richard A. Harris,Editor,m
m574,titanic,Conrad Buff IV,Editor,m
m574,titanic,Russell Carpenter,Director of Photography,m
m574,titanic,Martin Laing,Art Direction,m
m574,titanic,Michael Ford,Set Decoration,m
m574,titanic,Deborah Lynn Scott,Costume Design,f
m574,titanic,Grant Hill,Unit Production Manager,m
m574,titanic,Grant Hill,Co-Producer,m
m574,titanic,Jon Landau,Producer,m
m574,titanic,Jon Landau,Unit Production Manager,m
m574,titanic,Sharon Mann,Unit Production Manager,f
m574,titanic,Anna Roth,Unit Production Manager,m
m574,titanic,Lisa Dennis Kennedy,Post Production Supervisor,f
m574,titanic,Giedra Rackauskas,Production Supervisor,m
m574,titanic,Rae Sanchini,Executive Producer,f
m574,titanic,Emily Schweber,Casting,f
m574,titanic,Emily Schweber,Casting Associate,f
m574,titanic,Greg Cannom,Makeup Effects,m
m574,titanic,Lahly Poore,Assistant Costume Designer,m
m574,titanic,Al Giddings,Co-Producer,m
m574,titanic,Kay Georgiou,Key Hair Stylist,m
m574,titanic,Simon Crane,Stunt Coordinator,f
m574,titanic,John H. Arrufat,Dialogue Editor,m
m574,titanic,Leigh Leverett,Key Set Costumer,f
m574,titanic,Rudy Joffroy,Casting Associate,m
m574,titanic,Sarah Touaibi,Costume Supervisor,f
m574,titanic,Adolfo Ramírez,Costume Supervisor,m
m574,titanic,Ismael Jardon,Key Set Costumer,m
m574,titanic,Gwendolyn Yates Whittle,Dialogue Editor,f
m574,titanic,Merie Weismiller Wallace,Still Photographer,f
m574,titanic,Richard Quinn,Dialogue Editor,f
m574,titanic,Joe E. Rand,Music Editor,m
m574,titanic,John Bruno,Visual Effects,m
m574,titanic,"""Chris OConnell""",Visual Effects Editor,m
m574,titanic,Tina Earnshaw,Key Makeup Artist,m
m574,titanic,Simon Thompson,Key Hair Stylist,m
m574,titanic,Marcis Cole,Steadicam Operator,f
m574,titanic,Claire Sanfilippo,Dialogue Editor,m
m574,titanic,Brian N. Bentley,Compositors,f
m574,titanic,Pamela Easley,Associate Producer,f
m574,titanic,Mike Amorelli,Rigging Gaffer,f
m574,titanic,Randy Gerston,Music Supervisor,m
m574,titanic,David Le Vey,Assistant Costume Designer,m
m574,titanic,George Fisher,Stunts,m
m574,titanic,Laura Borselli,Key Makeup Artist,f
m574,titanic,Tony Graysmark,Construction Coordinator,m
m574,titanic,Charlotte Harper,Art Department Coordinator,m
m574,titanic,Amanda Sallybanks,Art Department Coordinator,m
m574,titanic,William Les Collins,Construction Coordinator,m
m574,titanic,Scott MacFarlane,Construction Coordinator,m
m574,titanic,Magui Jimenez,Casting Associate,m
m574,titanic,Magui Jimenez,Casting Associate,m
m574,titanic,Gemma Joffroy,Casting Associate,m
m574,titanic,Jesus Ignacio Santana,Casting Associate,f
m574,titanic,Murray Lantz,Key Set Costumer,m
m574,titanic,Fabiola Perez Luna,Seamstress,f
m574,titanic,Amy Arnold,Key Set Costumer,m
m574,titanic,Annie Townsend,Key Hair Stylist,m
m576,tombstone,Kevin Jarre,Screenplay,m
m576,tombstone,Sean Daniel,Producer,m
m576,tombstone,Buzz Feitshans,Executive Producer,m
m576,tombstone,James Jacks,Producer,m
m576,tombstone,Bruce Broughton,Music,m
m576,tombstone,William A. Fraker,Director of Photography,m
m576,tombstone,Harvey Rosenstock,Editor,m
m576,tombstone,Roberto Silvi,Editor,m
m576,tombstone,Frank J. Urioste,Editor,m
m576,tombstone,George P. Cosmatos,Director,m
m576,tombstone,Lora Kennedy,Casting,f
m576,tombstone,Catherine Hardwicke,Production Design,f
m576,tombstone,Chris Gorak,Art Direction,m
m576,tombstone,Kim Hix,Art Direction,m
m576,tombstone,Mark Worthington,Art Direction,m
m576,tombstone,Gene Serdena,Set Decoration,m
m576,tombstone,Joseph A. Porro,Costume Design,m
m576,tombstone,Mary Hobin,Costume Supervisor,m
m576,tombstone,Christi K. Work,Costume Supervisor,m
m576,tombstone,Bob Misiorowski,Producer,m
m576,tombstone,David Atherton,Makeup Department Head,m
m576,tombstone,Tom Benson,Set Designer,m
m576,tombstone,Richard Prantis,Set Designer,m
m576,tombstone,Donna Colón,Art Department Coordinator,m
m576,tombstone,Nell Dickerson,Art Department Coordinator,m
m576,tombstone,Bill Holmquist,Construction Coordinator,m
m576,tombstone,Michael Courville,Property Master,f
m576,tombstone,Steven B. Melton,Property Master,m
m576,tombstone,Siobhan Roome,Set Designer,m
m576,tombstone,Gary A. Hecker,Foley,m
m576,tombstone,"""Dan OConnell""",Foley,m
m576,tombstone,Alicia Stevenson,Foley,f
m576,tombstone,Duncan Burns,Dialogue Editor,m
m576,tombstone,Gordon Davidson,Dialogue Editor,m
m576,tombstone,Michael Magill,Dialogue Editor,m
m576,tombstone,Larry Mann,Dialogue Editor,f
m576,tombstone,Hugo Weng,Dialogue Editor,m
m576,tombstone,Jerry Ross,Supervising Sound Editor,m
m576,tombstone,Paul Coogan,Boom Operator,m
m576,tombstone,Dale L. Martin,Special Effects Coordinator,m
m576,tombstone,Rick Kline,Sound Re-Recording Mixer,m
m576,tombstone,"""Kevin OConnell""",Sound Re-Recording Mixer,m
m576,tombstone,Gregory H. Watkins,Sound Re-Recording Mixer,m
m576,tombstone,John Bramley,Still Photographer,m
m576,tombstone,David E. Diano,Camera Operator,m
m576,tombstone,Kristin R. Glover,Camera Operator,m
m576,tombstone,Mick McNeely,Gaffer,f
m576,tombstone,Holly Hire,Casting,f
m576,tombstone,Patricia Carlin,Music Editor,f
m576,tombstone,Jon Carpenter,Transportation Coordinator,f
m576,tombstone,Sibylle Alridge,Script Supervisor,m
m576,tombstone,Mary Wright,Script Supervisor,f
m576,tombstone,Sabrina Vasquez,Choreographer,m
m576,tombstone,Lauren Ross,Location Manager,m
m576,tombstone,Cookie Knapp,Studio Teachers,m
m576,tombstone,Terry Leonard,Stunt Coordinator,m
m576,tombstone,Zane D. Bruce,Foley,m
m579,toy story,John Lasseter,Director,m
m579,toy story,Joss Whedon,Screenplay,m
m579,toy story,Andrew Stanton,Screenplay,m
m579,toy story,Joel Cohen,Screenplay,m
m579,toy story,Alec Sokolow,Screenplay,m
m579,toy story,Bonnie Arnold,Producer,f
m579,toy story,Ed Catmull,Executive Producer,f
m579,toy story,Ralph Guggenheim,Producer,m
m579,toy story,Steve Jobs,Executive Producer,m
m579,toy story,Lee Unkrich,Editor,m
m579,toy story,Ralph Eggleston,Art Direction,m
m579,toy story,Robert Gordon,Editor,m
m579,toy story,Mary Helen Leasman,Foley Editor,f
m579,toy story,Kim Blanchette,Animation,f
m579,toy story,Marilyn McCoppen,ADR Editor,f
m579,toy story,Randy Newman,Orchestrator,m
m579,toy story,Dale E. Grahn,Color Timer,m
m579,toy story,Robin Cooper,CG Painter,m
m579,toy story,John Lasseter,Original Story,m
m579,toy story,Pete Docter,Original Story,m
m579,toy story,Joe Ranft,Original Story,m
m579,toy story,Patsy Bouge,Post Production Supervisor,m
m579,toy story,Norm DeCarlo,Sculptor,m
m579,toy story,Ash Brannon,Animation Director,m
m579,toy story,Randy Newman,Music,m
m579,toy story,Roman Figun,Layout,m
m579,toy story,Don Davis,Orchestrator,m
m579,toy story,James Flamberg,Music Editor,m
m579,toy story,Mary Beth Smith,Negative Cutter,f
m579,toy story,Rick Mackay,Negative Cutter,m
m579,toy story,Susan Bradley,Title Designer,f
m579,toy story,William Reeves,Supervising Technical Director,m
m579,toy story,Randy Newman,Songs,m
m579,toy story,Andrew Stanton,Original Story,m
m579,toy story,Pete Docter,Supervising Animator,m
m579,toy story,Gary Rydstrom,Sound Designer,m
m579,toy story,Karen Robert Jackson,Production Supervisor,m
m579,toy story,Chris Montan,Executive Music Producer,f
m579,toy story,Rich Quade,Animation Director,m
m579,toy story,Michael Berenstein,Animation,m
m579,toy story,Colin Brady,Animation,m
m579,toy story,Davey Crockett Feiten,Animation,m
m579,toy story,Angie Glocka,Animation,f
m579,toy story,Rex Grignon,Animation,m
m579,toy story,Tom K. Gurney,Animation,m
m579,toy story,Jimmy Hayward,Animation,m
m579,toy story,Hal T. Hickel,Animation,f
m579,toy story,Karen Kiser,Animation,m
m579,toy story,Anthony B. LaMolinara,Animation,f
m579,toy story,Guionne Leroy,Animation,m
m579,toy story,Bud Luckey,Animation,m
m579,toy story,Les Major,Animation,f
m579,toy story,Glenn McQueen,Animation,m
m579,toy story,Mark Oftedal,Animation,m
m579,toy story,Jeff Pidgeon,Animation,m
m579,toy story,Jeff Pratt,Animation,m
m579,toy story,Steve Rabatich,Animation,m
m579,toy story,Roger Rose,Animation,m
m579,toy story,Steve Segal,Animation,m
m579,toy story,Doug Sheppeck,Animation,m
m579,toy story,Alan Sperling,Animation,m
m579,toy story,Doug Sweetland,Animation,m
m579,toy story,David Tart,Animation,m
m579,toy story,Ken Willard,Animation,m
m579,toy story,Thomas Porter,Visual Effects Supervisor,m
m579,toy story,Mark Thomas Henne,Visual Effects,f
m579,toy story,Oren Jacob,Visual Effects,m
m579,toy story,Darwyn Peachey,Visual Effects,f
m579,toy story,Mitch Prater,Visual Effects,m
m579,toy story,Brian M. Rosen,Visual Effects,m
m579,toy story,Sharon Calahan,Lighting Supervisor,f
m579,toy story,Galyn Susman,Lighting Supervisor,m
m579,toy story,William Cone,CG Painter,f
m579,toy story,Shelley Daniels Lekven,Sculptor,f
m579,toy story,Bob Pauley,Character Designer,m
m579,toy story,Bud Luckey,Character Designer,m
m579,toy story,Andrew Stanton,Character Designer,m
m579,toy story,William Cone,Character Designer,f
m579,toy story,Steve Johnson,Character Designer,m
m579,toy story,Dan Haskett,Character Designer,f
m579,toy story,Tom Holloway,Character Designer,m
m579,toy story,Jean Gillmore,Character Designer,m
m579,toy story,Desirée Mourad,Layout,m
m579,toy story,"""Kelly OConnell""",Set Dresser,m
m579,toy story,Sonoko Konishi,Set Dresser,f
m579,toy story,Ann M. Rockwell,Set Dresser,f
m579,toy story,Julie M. McDonald,Editorial Manager,m
m579,toy story,Robin Lee,Assistant Editor,m
m579,toy story,Tom Freeman,Assistant Editor,m
m579,toy story,Ada Cochavi,Assistant Editor,f
m579,toy story,Dana Mulligan,Assistant Editor,m
m579,toy story,Deirdre Morrison,Editorial Coordinator,m
m579,toy story,Lori Lombardo,Production Coordinator,m
m579,toy story,Ellen Devine,Production Coordinator,f
m579,toy story,Lauren Beth Strogoff,Unit Publicist,m
m579,toy story,Gary Rydstrom,Sound Re-Recording Mixer,m
m579,toy story,Gary Summers,Sound Re-Recording Mixer,m
m579,toy story,Tim Holland,Supervising Sound Editor,m
m579,toy story,Pat Jackson,Sound Effects Editor,m
m579,toy story,Tom Myers,Sound Design Assistant,m
m579,toy story,J.R. Grubbs,Assistant Sound Editor,m
m579,toy story,Susan Sanford,Assistant Sound Editor,f
m579,toy story,Susan Popovic,Assistant Sound Editor,m
m579,toy story,Dan Engstrom,Assistant Sound Editor,m
m579,toy story,Ruth Lambert,Casting Consultant,f
m579,toy story,Mickie McGowan,ADR Voice Casting,m
m581,traffic,Steven Soderbergh,Director,m
m581,traffic,Simon Moore,Screenplay,m
m581,traffic,Stephen Gaghan,Screenplay,m
m581,traffic,Laura Bickford,Producer,f
m581,traffic,Marshall Herskovitz,Producer,m
m581,traffic,Edward Zwick,Producer,m
m581,traffic,Cliff Martinez,Original Music Composer,f
m581,traffic,Steven Soderbergh,Director of Photography,m
m581,traffic,Stephen Mirrione,Editor,m
m581,traffic,Debra Zane,Casting,f
m581,traffic,Philip Messina,Production Design,m
m581,traffic,Keith P. Cunningham,Art Direction,m
m581,traffic,Louise Frogley,Costume Design,f
m581,traffic,Herbie Hancock,Music,m
m581,traffic,Joyce Kogut,Costume Supervisor,f
m581,traffic,Terri Taylor,Casting Associate,f
m581,traffic,Kristen Toscano Messina,Set Decoration,f
m581,traffic,Bonnie Clevering,Hair Department Head,m
m581,traffic,Kathrine Gordon,Hair Department Head,f
m581,traffic,Roxanne Wightman,Hairstylist,f
m581,traffic,Katherine James,Makeup Department Head,f
m581,traffic,Loretta James-Demasi,Makeup Artist,m
m581,traffic,Annie Welles,Script Supervisor,f
m581,traffic,Wylie Griffin,Art Department Coordinator,m
m581,traffic,Chris Snyder,Construction Coordinator,m
m582,trainspotting,Danny Boyle,Director,m
m582,trainspotting,Irvine Welsh,Author,m
m582,trainspotting,John Hodge,Screenplay,m
m582,trainspotting,Andrew Macdonald,Producer,m
m582,trainspotting,Brian Tufano,Director of Photography,m
m582,trainspotting,Masahiro Hirakubo,Editor,m
m582,trainspotting,Andy Pryor,Casting,m
m582,trainspotting,Gail Stevens,Casting,m
m582,trainspotting,Kave Quinn,Production Design,f
m582,trainspotting,Tracey Gallacher,Art Direction,f
m582,trainspotting,Robert McCann,Makeup Artist,m
m582,trainspotting,Lesley Stewart,Production Manager,m
m582,trainspotting,David Gilchrist,First Assistant Director,m
m582,trainspotting,Rachael Fleming,Costume Design,m
m582,trainspotting,Irene Harris,Art Department Assistant,f
m582,trainspotting,Niki Longmuir,Assistant Art Director,m
m582,trainspotting,Paul Curren,Painter,m
m582,trainspotting,Stewart Cunningham,Standby Painter,m
m582,trainspotting,Adrian McCarthy,Grip,f
m582,trainspotting,Simon Bray,Steadicam Operator,f
m582,trainspotting,Liam Longman,Still Photographer,m
m582,trainspotting,Mike Valentine,Underwater Camera,f
m582,trainspotting,Robert McCann,Hairstylist,m
m582,trainspotting,Graham Johnston,Makeup Designer,m
m582,trainspotting,Penny Crawford,Set Dressing Artist,m
m582,trainspotting,Brian Adams,Carpenter,m
m582,trainspotting,Eric Smith,Driver,f
m582,trainspotting,Lewis Buchan,Loader,m
m582,trainspotting,Stuart Clarke,Scenic Artist,m
m582,trainspotting,William Adams,Security,m
m582,trainspotting,Colin Nicolson,Sound Recordist,m
m582,trainspotting,Scott Cowan,Utility Stunts,m
m582,trainspotting,Anne Coulter,Script Supervisor,f
m582,trainspotting,Richard Fettes,Dialogue Editor,m
m582,trainspotting,Mark Ritchie,Best Boy Electric,f
m582,trainspotting,Arthur Donnelly,Electrician,f
m582,trainspotting,Willie Cadden,Gaffer,m
m582,trainspotting,Andrew Bainbridge,Location Manager,m
m582,trainspotting,Jenifer Booth,Production Accountant,m
m582,trainspotting,Shellie Smith,Production Coordinator,f
m582,trainspotting,Tony Cook,Boom Operator,m
m582,trainspotting,James Boyle,Assistant Sound Editor,m
m582,trainspotting,Jonathan Miller,Sound Effects Editor,m
m582,trainspotting,David Aukin,Thanks,m
m583,star trek v: the final frontier,William Shatner,Director,m
m583,star trek v: the final frontier,Harve Bennett,Producer,m
m583,star trek v: the final frontier,David Loughery,Screenplay,m
m583,star trek v: the final frontier,Andrew Laszlo,Director of Photography,m
m583,star trek v: the final frontier,John M. Dwyer,Set Decoration,m
m583,star trek v: the final frontier,Jerry Goldsmith,Original Music Composer,m
m583,star trek v: the final frontier,Herman F. Zimmerman,Production Design,m
m583,star trek v: the final frontier,Bill Shepard,Casting,m
m583,star trek v: the final frontier,Peter E. Berger,Editor,m
m583,star trek v: the final frontier,Michael Wood,Special Effects Supervisor,m
m584,tron,Wendy Carlos,Original Music Composer,f
m584,tron,Steven Lisberger,Director,m
m584,tron,Steven Lisberger,Screenplay,m
m584,tron,Harrison Ellenshaw,Producer,m
m584,tron,Donald Kushner,Producer,m
m584,tron,Ron W. Miller,Executive Producer,m
m584,tron,Bruce Logan,Director of Photography,m
m584,tron,Jeff Gourson,Editor,m
m584,tron,Pam Polifroni,Casting,f
m584,tron,Syd Mead,Production Design,m
m584,tron,Dean Mitzner,Production Design,m
m584,tron,John B. Mansbridge,Art Direction,m
m584,tron,Al Roelofs,Art Direction,m
m584,tron,Roger M. Shook,Set Decoration,m
m584,tron,Eloise Jensson,Costume Design,m
m584,tron,Rosanna Norton,Costume Design,f
m584,tron,Lorry Richter,Costume Design,m
m584,tron,Nedra Rosemond-Watt,Costume Design,m
m584,tron,Jean Giraud,Conceptual Design,m
m585,true lies,Mark Goldblatt,Editor,m
m585,true lies,Mali Finn,Casting,f
m585,true lies,Cindy Carr,Set Decoration,f
m585,true lies,James Cameron,Screenplay,m
m585,true lies,James Cameron,Director,m
m585,true lies,James Cameron,Producer,m
m585,true lies,Brad Fiedel,Original Music Composer,m
m585,true lies,Robert W. Laing,Art Direction,m
m585,true lies,Peter Lamont,Production Design,m
m585,true lies,Stephanie Austin,Producer,f
m585,true lies,Richard A. Harris,Editor,m
